type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
PhysicalObject,9/17/2019 6:24,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240923?seid=1049922. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240923,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=21.00 g; snout-vent length=87.0 mm; tail length=120.0 mm; tail condition=complete ; sex=male,http://arctos.database.museum/guid/MVZ:Herp:240923?seid=1049922,MVZ:Herp:240923,1048,"Collector(s): Adam D. Leache, Meredith J. Mahoney",1,male,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=1048,,http://arctos.database.museum/guid/MVZ:Herp:240923,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-07-29; method: field,,,,,7/29/2003,,210,210,2003,7,29,7/29/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"ca. 100 m W of lookout point, E facing slope Olmsted Point, Yosemite National Park","~100m W. of lookout point, E. facing slope Olmsted Point, Yosemite National Park",2593,2593,,,,,,,Pascal Title,,37.8098,-119.48957,World Geodetic System 1984,9,,37.8098/-119.48957,,,decimal degrees,,,,Pascal Title,1/5/2009,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,7/29/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,87,snout-vent length,0,21,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/19/2019 6:02,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240924?seid=51261. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240924,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=17.75 g; snout-vent length=90.0 mm; tail length=121.0 mm; tail condition=complete ; sex=female,http://arctos.database.museum/guid/MVZ:Herp:240924?seid=51261,MVZ:Herp:240924,1049,"Collector(s): Adam D. Leache, Meredith J. Mahoney",1,female,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=1049,,http://arctos.database.museum/guid/MVZ:Herp:240924,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-07-29; method: field,,,,,7/29/2003,,210,210,2003,7,29,7/29/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"ca. 100 m W of lookout point, E facing slope Olmsted Point, Yosemite National Park","~100m W. of lookout point, E. facing slope Olmsted Point, Yosemite National Park",2593,2593,,,,,,,Pascal Title,,37.8098,-119.48957,World Geodetic System 1984,9,,37.8098/-119.48957,,,decimal degrees,,,,Pascal Title,1/5/2009,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,7/29/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,90,snout-vent length,0,17.75,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/19/2019 6:02,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240927?seid=1221522. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240927,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=17.50 g; snout-vent length=83.0 mm; tail length=111.0 mm; tail condition=complete ; sex=female,http://arctos.database.museum/guid/MVZ:Herp:240927?seid=1221522,MVZ:Herp:240927,1052,"Collector(s): Adam D. Leache, Meredith J. Mahoney",1,female,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=1052,,http://arctos.database.museum/guid/MVZ:Herp:240927,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-07-29; method: field,,,,,7/29/2003,,210,210,2003,7,29,7/29/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"ca. 100 m W of lookout point, E facing slope Olmsted Point, Yosemite National Park","~100m W. of lookout point, E. facing slope Olmsted Point, Yosemite National Park",2593,2593,,,,,,,Pascal Title,,37.8098,-119.48957,World Geodetic System 1984,9,,37.8098/-119.48957,,,decimal degrees,,,,Pascal Title,1/5/2009,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,7/29/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,83,snout-vent length,0,17.5,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,9/9/2019 18:10,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240929?seid=890913. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240929,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=male,http://arctos.database.museum/guid/MVZ:Herp:240929?seid=890913,MVZ:Herp:240929,RH-8,Collector(s): Robert J. Hijmans,1,male,,,,,,tissue (frozen); tissue (frozen) sample; whole organism (ethanol),,,,,,collector number=RH-8,,http://arctos.database.museum/guid/MVZ:Herp:240929,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-06-01; method: field,,,,,6/1/2003,,152,152,2003,6,1,6/1/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"ca. 750 m above Colombia Point on the trail from valley floor to the top of Yosemite Falls, Yosemite National Park","~750m above Colombia Point on the trail from valley floor to the top of Yosemite Falls, Yosemite National Park",1547,1547,,,,,,,John Wieczorek,,37.75037,-119.59858,World Geodetic System 1984,6,,37.75037/-119.59858,,,decimal degrees,,,,John Wieczorek,10/19/2003,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,6/1/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,6/11/2019 20:28,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240930?seid=868815. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240930,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=19.00 g; snout-vent length=88.0 mm; tail length=132.0 mm; tail condition=complete ; sex=male,http://arctos.database.museum/guid/MVZ:Herp:240930?seid=868815,MVZ:Herp:240930,854,Collector(s): Adam D. Leache,1,male,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=854,,http://arctos.database.museum/guid/MVZ:Herp:240930,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-06-10; method: field,,,,,6/10/2003,,161,161,2003,6,10,6/10/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"N of road, 0.25 mi E of Lake Tenaya along Tioga Rd., Yosemite National Park","0.25mi. E. of Lake Tenaya along Tioga Rd., South facing slope, Yosemite Natinal Park",2506,2506,,,,,,,Pascal Title,,37.8406,-119.45044,World Geodetic System 1984,8,,37.8406/-119.45044,,,decimal degrees,,,,Pascal Title,12/1/2008,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,6/10/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,88,snout-vent length,0,19,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/11/2019 20:28,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240933?seid=540741. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240933,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=18.00 g; snout-vent length=84.0 mm; tail length=116.0 mm; tail condition=complete ; sex=male,http://arctos.database.museum/guid/MVZ:Herp:240933?seid=540741,MVZ:Herp:240933,857,Collector(s): Adam D. Leache,1,male,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=857,,http://arctos.database.museum/guid/MVZ:Herp:240933,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-06-10; method: field,,,,,6/10/2003,,161,161,2003,6,10,6/10/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"N of road, 0.25 mi E of Lake Tenaya along Tioga Rd., Yosemite National Park","0.25mi. E. of Lake Tenaya along Tioga Rd., South facing slope, Yosemite Natinal Park",2506,2506,,,,,,,Pascal Title,,37.8406,-119.45044,World Geodetic System 1984,8,,37.8406/-119.45044,,,decimal degrees,,,,Pascal Title,12/1/2008,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,6/10/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,84,snout-vent length,0,18,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,9/9/2019 20:31,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240934?seid=1090870. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240934,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=18.50 g; snout-vent length=85.0 mm; tail length=126.0 mm; tail condition=complete ; sex=male,http://arctos.database.museum/guid/MVZ:Herp:240934?seid=1090870,MVZ:Herp:240934,858,Collector(s): Adam D. Leache,1,male,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=858,,http://arctos.database.museum/guid/MVZ:Herp:240934,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-06-10; method: field,,,,,6/10/2003,,161,161,2003,6,10,6/10/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"N of road, 0.25 mi E of Lake Tenaya along Tioga Rd., Yosemite National Park","0.25mi. E. of Lake Tenaya along Tioga Rd., South facing slope, Yosemite Natinal Park",2506,2506,,,,,,,Pascal Title,,37.8406,-119.45044,World Geodetic System 1984,8,,37.8406/-119.45044,,,decimal degrees,,,,Pascal Title,12/1/2008,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,6/10/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,85,snout-vent length,0,18.5,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/11/2019 20:28,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240938?seid=505224. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240938,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=3.90 g; snout-vent length=50.0 mm; tail length=68.0 mm; tail condition=complete ; age class=juvenile ; sex=female,http://arctos.database.museum/guid/MVZ:Herp:240938?seid=505224,MVZ:Herp:240938,862,Collector(s): Adam D. Leache,1,female,juvenile,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=862,,http://arctos.database.museum/guid/MVZ:Herp:240938,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-06-10; method: field,,,,,6/10/2003,,161,161,2003,6,10,6/10/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"N of road, 0.25 mi E of Lake Tenaya along Tioga Rd., Yosemite National Park","0.25mi. E. of Lake Tenaya along Tioga Rd., South facing slope, Yosemite Natinal Park",2506,2506,,,,,,,Pascal Title,,37.8406,-119.45044,World Geodetic System 1984,8,,37.8406/-119.45044,,,decimal degrees,,,,Pascal Title,12/1/2008,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,6/10/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,50,snout-vent length,0,3.9,0,juvenile,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/11/2019 20:28,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240939?seid=718742. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240939,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=2.40 g; snout-vent length=43.0 mm; tail length=58.0 mm; tail condition=complete ; age class=juvenile ; sex=female,http://arctos.database.museum/guid/MVZ:Herp:240939?seid=718742,MVZ:Herp:240939,863,Collector(s): Adam D. Leache,1,female,juvenile,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=863,,http://arctos.database.museum/guid/MVZ:Herp:240939,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-06-10; method: field,,,,,6/10/2003,,161,161,2003,6,10,6/10/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"N of road, 0.25 mi E of Lake Tenaya along Tioga Rd., Yosemite National Park","0.25mi. E. of Lake Tenaya along Tioga Rd., South facing slope, Yosemite Natinal Park",2506,2506,,,,,,,Pascal Title,,37.8406,-119.45044,World Geodetic System 1984,8,,37.8406/-119.45044,,,decimal degrees,,,,Pascal Title,12/1/2008,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,6/10/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,43,snout-vent length,0,2.4,0,juvenile,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,9/9/2019 20:31,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240941?seid=1548867. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240941,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=2.80 g; snout-vent length=45.0 mm; tail length=57.0 mm; tail condition=complete ; age class=juvenile ; sex=female,http://arctos.database.museum/guid/MVZ:Herp:240941?seid=1548867,MVZ:Herp:240941,865,Collector(s): Adam D. Leache,1,female,juvenile,,,,,tissue (frozen); tissue (frozen) sample; whole organism (ethanol),,,,,,collector number=865,,http://arctos.database.museum/guid/MVZ:Herp:240941,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-06-10; method: field,,,,,6/10/2003,,161,161,2003,6,10,6/10/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"N of road, 0.25 mi E of Lake Tenaya along Tioga Rd., Yosemite National Park","0.25mi. E. of Lake Tenaya along Tioga Rd., South facing slope, Yosemite Natinal Park",2506,2506,,,,,,,Pascal Title,,37.8406,-119.45044,World Geodetic System 1984,8,,37.8406/-119.45044,,,decimal degrees,,,,Pascal Title,12/1/2008,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,6/10/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,45,snout-vent length,0,2.8,0,juvenile,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/18/2019 13:47,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240942?seid=474314. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240942,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=17.50 g; snout-vent length=83.0 mm; tail length=131.0 mm; tail condition=complete ; sex=male,http://arctos.database.museum/guid/MVZ:Herp:240942?seid=474314,MVZ:Herp:240942,883,Collector(s): Adam D. Leache,1,male,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=883,,http://arctos.database.museum/guid/MVZ:Herp:240942,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-06-11; method: field,,,,,6/11/2003,,162,162,2003,6,11,6/11/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"N of road, 0.25 mi E of Lake Tenaya along Tioga Rd., Yosemite National Park","0.25mi. E. of Lake Tenaya along Tioga Rd., South facing slope, Yosemite Natinal Park",2506,2506,,,,,,,Pascal Title,,37.8406,-119.45044,World Geodetic System 1984,8,,37.8406/-119.45044,,,decimal degrees,,,,Pascal Title,12/1/2008,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,6/11/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,83,snout-vent length,0,17.5,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
